STT,CMND,DOTTHI,MADOTTHI,NGAYTHI,NAMTHI,MAMONTHI,TENMONTHI,DIEM,THANGDIEM,MADVTCTDL,TENDVTCTDL
61411,TS_25700,5,HUBSA255,29/06/2025,2025,M7,Địa lý,94,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61412,TS_25700,5,HUBSA255,29/06/2025,2025,M1,Toán,"123,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61428,TS_25708,4,DOT4,05/07/2025,2025,HO_VS,Hóa học - VSAT,"115,5",150,SPD,Trường Đại học Đồng Tháp
61429,TS_25708,4,DOT4,05/07/2025,2025,TO_VS,Toán - VSAT,"123,5",150,SPD,Trường Đại học Đồng Tháp
61430,TS_25708,4,DOT4,05/07/2025,2025,LI_VS,Vật lí - VSAT,128,150,SPD,Trường Đại học Đồng Tháp
61449,TS_25718,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,94,150,SGD,Trường Đại học Sài Gòn
61450,TS_25718,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"108,5",150,SGD,Trường Đại học Sài Gòn
61451,TS_25718,3,253,10/05/2025,2025,SU_VS,Lịch sử - VSAT,"94,5",150,SGD,Trường Đại học Sài Gòn
61452,TS_25718,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,88,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61453,TS_25718,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"99,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61454,TS_25718,5,HUBSA255,29/06/2025,2025,M1,Toán,"64,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61455,TS_25718,4,25-4,07/06/2025,2025,SU_VS,Lịch sử - VSAT,102,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61456,TS_25718,4,25-4,07/06/2025,2025,DI_VS,Địa lí - VSAT,91,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61457,TS_25718,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,125,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61458,TS_25718,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,98,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61540,TS_25749,2,252,13/04/2025,2025,LI_VS,Vật lí - VSAT,97,150,SGD,Trường Đại học Sài Gòn
61541,TS_25749,2,252,13/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"76,5",150,SGD,Trường Đại học Sài Gòn
61542,TS_25749,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,79,150,SGD,Trường Đại học Sài Gòn
61543,TS_25749,2,252,13/04/2025,2025,VA_VS,Ngữ văn - VSAT,"91,5",150,SGD,Trường Đại học Sài Gòn
61546,TS_25749,3,25-3,17/05/2025,2025,N1_VS,Tiếng Anh - VSAT,106,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61547,TS_25749,3,25-3,17/05/2025,2025,VA_VS,Ngữ văn - VSAT,106,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61548,TS_25749,3,25-3,17/05/2025,2025,TO_VS,Toán - VSAT,"98,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61549,TS_25749,3,25-3,17/05/2025,2025,LI_VS,Vật lí - VSAT,"73,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61550,TS_25750,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,123,150,SGD,Trường Đại học Sài Gòn
61551,TS_25750,2,252,13/04/2025,2025,LI_VS,Vật lí - VSAT,121,150,SGD,Trường Đại học Sài Gòn
61552,TS_25750,2,252,13/04/2025,2025,VA_VS,Ngữ văn - VSAT,98,150,SGD,Trường Đại học Sài Gòn
61554,TS_25750,5,HUBSA255,29/06/2025,2025,M1,Toán,126,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61555,TS_25750,5,HUBSA255,29/06/2025,2025,M2,Vật lý,134,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61556,TS_25750,5,HUBSA255,29/06/2025,2025,M3,Hoá,"105,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61628,TS_25780,2,CTU252,12/04/2025,2025,TO_VS,Toán - VSAT,"112,5",150,TCT,Trường Đại học Cần Thơ
61629,TS_25780,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,101,150,TCT,Trường Đại học Cần Thơ
61632,TS_25780,4,CTU254,23/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"139,5",150,TCT,Trường Đại học Cần Thơ
61633,TS_25780,2,CTU252,12/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"123,5",150,TCT,Trường Đại học Cần Thơ
61634,TS_25780,2,CTU252,12/04/2025,2025,LI_VS,Vật lí - VSAT,108,150,TCT,Trường Đại học Cần Thơ
61635,TS_25780,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,100,150,TCT,Trường Đại học Cần Thơ
61741,TS_25831,1,VLU251,08/07/2025,2025,N1_VS,Tiếng Anh - VSAT,"84,5",150,dvl,Trường Đại học Văn Lang
61742,TS_25831,1,VLU251,08/07/2025,2025,TO_VS,Toán - VSAT,68,150,dvl,Trường Đại học Văn Lang
61743,TS_25831,4,257,30/06/2025,2025,SU_VS,Lịch sử - VSAT,123,150,DMS,Trường Đại học Tài chính - Marketing
61744,TS_25831,4,257,30/06/2025,2025,N1_VS,Tiếng Anh - VSAT,107,150,DMS,Trường Đại học Tài chính - Marketing
61745,TS_25831,1,VLU251,08/07/2025,2025,SU_VS,Lịch sử - VSAT,"133,5",150,dvl,Trường Đại học Văn Lang
61746,TS_25831,1,VLU251,08/07/2025,2025,VA_VS,Ngữ văn - VSAT,113,150,dvl,Trường Đại học Văn Lang
61747,TS_25831,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,109,150,DMS,Trường Đại học Tài chính - Marketing
61748,TS_25832,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"110,5",150,TCT,Trường Đại học Cần Thơ
61749,TS_25832,6,CTU256,17/07/2025,2025,DI_VS,Địa lí _ VSAT,"101,5",150,TCT,Trường Đại học Cần Thơ
61750,TS_25832,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,122,150,TCT,Trường Đại học Cần Thơ
61787,TS_25854,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"109,5",150,SGD,Trường Đại học Sài Gòn
61788,TS_25854,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,70,150,SGD,Trường Đại học Sài Gòn
61789,TS_25854,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"97,5",150,SGD,Trường Đại học Sài Gòn
61808,TS_25864,2,HUBSA252,20/04/2025,2025,M1,Toán,63,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61809,TS_25864,2,HUBSA252,20/04/2025,2025,M2,Vật lý,54,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61810,TS_25864,2,HUBSA252,20/04/2025,2025,M8,Tiếng Anh,"56,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61811,TS_25864,2,HUBSA252,20/04/2025,2025,M3,Hoá,"49,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61812,TS_25864,2,HUBSA252,20/04/2025,2025,M7,Địa lý,"60,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61821,TS_25869,2,252,13/04/2025,2025,LI_VS,Vật lí - VSAT,89,150,SGD,Trường Đại học Sài Gòn
61822,TS_25869,2,252,13/04/2025,2025,N1_VS,Tiếng Anh - VSAT,92,150,SGD,Trường Đại học Sài Gòn
61823,TS_25869,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,92,150,SGD,Trường Đại học Sài Gòn
61824,TS_25869,3,253,10/05/2025,2025,LI_VS,Vật lí - VSAT,"51,5",150,SGD,Trường Đại học Sài Gòn
61826,TS_25871,2,HUBSA252,20/04/2025,2025,M1,Toán,"68,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61827,TS_25871,2,HUBSA252,20/04/2025,2025,M2,Vật lý,103,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61828,TS_25871,2,HUBSA252,20/04/2025,2025,M3,Hoá,"69,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61829,TS_25871,3,HUBSA253,18/05/2025,2025,M3,Hoá,74,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61830,TS_25871,3,HUBSA253,18/05/2025,2025,M2,Vật lý,"104,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61831,TS_25871,3,HUBSA253,18/05/2025,2025,M1,Toán,"108,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61834,TS_25871,5,HUBSA255,29/06/2025,2025,M3,Hoá,79,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61835,TS_25871,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,71,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61836,TS_25871,5,HUBSA255,29/06/2025,2025,M2,Vật lý,86,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61837,TS_25871,5,HUBSA255,29/06/2025,2025,M1,Toán,100,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61842,TS_25874,3,HUBSA253,18/05/2025,2025,M3,Hoá,"74,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61843,TS_25874,3,HUBSA253,18/05/2025,2025,M6,Lịch sử,"81,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61844,TS_25874,3,HUBSA253,18/05/2025,2025,M1,Toán,114,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61845,TS_25874,3,HUBSA253,18/05/2025,2025,M8,Tiếng Anh,"108,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61853,TS_25878,2,HUBSA252,20/04/2025,2025,M1,Toán,117,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61854,TS_25878,2,HUBSA252,20/04/2025,2025,M3,Hoá,"77,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61855,TS_25878,2,HUBSA252,20/04/2025,2025,M6,Lịch sử,131,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61863,TS_25881,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,"120,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61864,TS_25881,5,HUBSA255,29/06/2025,2025,M2,Vật lý,127,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61865,TS_25881,5,HUBSA255,29/06/2025,2025,M1,Toán,138,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61866,TS_25882,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,83,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61867,TS_25882,5,HUBSA255,29/06/2025,2025,M2,Vật lý,"65,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61868,TS_25882,5,HUBSA255,29/06/2025,2025,M1,Toán,"72,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
61873,TS_25886,4,25-4,07/06/2025,2025,HO_VS,Hóa học - VSAT,88,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61874,TS_25886,4,25-4,07/06/2025,2025,TO_VS,Toán - VSAT,108,150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61875,TS_25886,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,"113,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61876,TS_25886,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"105,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
61887,TS_25891,1,251,12/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"131,5",150,DMS,Trường Đại học Tài chính - Marketing
61888,TS_25891,2,253,11/05/2025,2025,N1_VS,Tiếng Anh - VSAT,114,150,DMS,Trường Đại học Tài chính - Marketing
61889,TS_25891,1,251,12/04/2025,2025,VA_VS,Ngữ văn - VSAT,117,150,DMS,Trường Đại học Tài chính - Marketing
61890,TS_25891,2,253,11/05/2025,2025,TO_VS,Toán - VSAT,"110,5",150,DMS,Trường Đại học Tài chính - Marketing
61891,TS_25891,1,251,12/04/2025,2025,DI_VS,Địa lí - VSAT,"93,5",150,DMS,Trường Đại học Tài chính - Marketing
61892,TS_25891,2,253,11/05/2025,2025,DI_VS,Địa lí - VSAT,"102,5",150,DMS,Trường Đại học Tài chính - Marketing
61909,TS_25900,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,80,150,TCT,Trường Đại học Cần Thơ
61910,TS_25900,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,97,150,TCT,Trường Đại học Cần Thơ
61911,TS_25900,6,CTU256,17/07/2025,2025,LI_VS,Vật lí - VSAT,"78,5",150,TCT,Trường Đại học Cần Thơ
61924,TS_25907,4,257,30/06/2025,2025,SU_VS,Lịch sử - VSAT,99,150,DMS,Trường Đại học Tài chính - Marketing
61925,TS_25907,4,257,30/06/2025,2025,TO_VS,Toán - VSAT,"99,5",150,DMS,Trường Đại học Tài chính - Marketing
61926,TS_25907,3,255,24/05/2025,2025,TO_VS,Toán - VSAT,80,150,DMS,Trường Đại học Tài chính - Marketing
61927,TS_25907,3,255,24/05/2025,2025,VA_VS,Ngữ văn - VSAT,97,150,DMS,Trường Đại học Tài chính - Marketing
61928,TS_25907,4,256,29/06/2025,2025,VA_VS,Ngữ văn - VSAT,115,150,DMS,Trường Đại học Tài chính - Marketing
61929,TS_25907,3,255,24/05/2025,2025,N1_VS,Tiếng Anh - VSAT,"100,5",150,DMS,Trường Đại học Tài chính - Marketing
61930,TS_25907,4,256,29/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"81,5",150,DMS,Trường Đại học Tài chính - Marketing
62001,TS_25943,6,CTU256,17/07/2025,2025,N1_VS,Tiếng Anh - VSAT,56,150,TCT,Trường Đại học Cần Thơ
62002,TS_25943,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"106,5",150,TCT,Trường Đại học Cần Thơ
62003,TS_25943,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,67,150,TCT,Trường Đại học Cần Thơ
62050,TS_25965,4,254,11/05/2025,2025,TO_VS,Toán - VSAT,"72,5",150,SGD,Trường Đại học Sài Gòn
62051,TS_25965,4,256,29/06/2025,2025,VA_VS,Ngữ văn - VSAT,118,150,DMS,Trường Đại học Tài chính - Marketing
62052,TS_25965,4,256,29/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"117,5",150,DMS,Trường Đại học Tài chính - Marketing
62053,TS_25965,4,256,29/06/2025,2025,TO_VS,Toán - VSAT,123,150,DMS,Trường Đại học Tài chính - Marketing
62054,TS_25965,4,254,11/05/2025,2025,N1_VS,Tiếng Anh - VSAT,94,150,SGD,Trường Đại học Sài Gòn
62055,TS_25965,4,254,11/05/2025,2025,VA_VS,Ngữ văn - VSAT,"122,5",150,SGD,Trường Đại học Sài Gòn
62056,TS_25966,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,"124,5",150,SGD,Trường Đại học Sài Gòn
62057,TS_25966,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,105,150,SGD,Trường Đại học Sài Gòn
62058,TS_25966,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"127,5",150,SGD,Trường Đại học Sài Gòn
62059,TS_25966,1,251,06/04/2025,2025,VA_VS,Ngữ văn - VSAT,"120,5",150,SGD,Trường Đại học Sài Gòn
62061,TS_25966,1,251,06/04/2025,2025,TO_VS,Toán - VSAT,"103,5",150,SGD,Trường Đại học Sài Gòn
62062,TS_25966,1,251,06/04/2025,2025,N1_VS,Tiếng Anh - VSAT,"106,5",150,SGD,Trường Đại học Sài Gòn
62119,TS_26000,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,105,150,SGD,Trường Đại học Sài Gòn
62120,TS_26000,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,120,150,SGD,Trường Đại học Sài Gòn
62121,TS_26000,3,253,10/05/2025,2025,HO_VS,Hóa học - VSAT,71,150,SGD,Trường Đại học Sài Gòn
62122,TS_26000,3,HUBSA253,18/05/2025,2025,M8,Tiếng Anh,110,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62123,TS_26000,3,HUBSA253,18/05/2025,2025,M3,Hoá,"69,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62124,TS_26000,3,HUBSA253,18/05/2025,2025,M1,Toán,"103,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62127,TS_26000,4,25-4,07/06/2025,2025,TO_VS,Toán - VSAT,"83,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
62128,TS_26000,4,25-4,07/06/2025,2025,VA_VS,Ngữ văn - VSAT,"96,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
62129,TS_26000,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"127,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
62130,TS_26000,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,"95,5",150,SGD,Trường Đại học Sài Gòn
62183,TS_26026,2,252,13/04/2025,2025,TO_VS,Toán - VSAT,"102,5",150,SGD,Trường Đại học Sài Gòn
62184,TS_26026,2,252,13/04/2025,2025,N1_VS,Tiếng Anh - VSAT,120,150,SGD,Trường Đại học Sài Gòn
62185,TS_26026,2,252,13/04/2025,2025,VA_VS,Ngữ văn - VSAT,"114,5",150,SGD,Trường Đại học Sài Gòn
62234,TS_26047,2,HUBSA252,20/04/2025,2025,M1,Toán,78,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62235,TS_26047,2,HUBSA252,20/04/2025,2025,M2,Vật lý,91,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62236,TS_26047,2,HUBSA252,20/04/2025,2025,M8,Tiếng Anh,70,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62254,TS_26055,5,CTU255,06/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"111,5",150,TCT,Trường Đại học Cần Thơ
62255,TS_26055,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,121,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62256,TS_26055,5,HUBSA255,29/06/2025,2025,M1,Toán,"99,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62257,TS_26055,5,HUBSA255,29/06/2025,2025,M3,Hoá,61,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62258,TS_26055,5,CTU255,06/06/2025,2025,HO_VS,Hóa học - VSAT,"68,5",150,TCT,Trường Đại học Cần Thơ
62259,TS_26055,5,CTU255,06/06/2025,2025,TO_VS,Toán - VSAT,105,150,TCT,Trường Đại học Cần Thơ
62313,TS_26078,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,96,150,SGD,Trường Đại học Sài Gòn
62317,TS_26078,4,254,11/05/2025,2025,TO_VS,Toán - VSAT,127,150,SGD,Trường Đại học Sài Gòn
62318,TS_26078,4,254,11/05/2025,2025,N1_VS,Tiếng Anh - VSAT,116,150,SGD,Trường Đại học Sài Gòn
62319,TS_26078,4,254,11/05/2025,2025,HO_VS,Hóa học - VSAT,131,150,SGD,Trường Đại học Sài Gòn
62320,TS_26078,3,253,10/05/2025,2025,LI_VS,Vật lí - VSAT,111,150,SGD,Trường Đại học Sài Gòn
62363,TS_26099,2,HUBSA252,20/04/2025,2025,M6,Lịch sử,86,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62364,TS_26099,2,HUBSA252,20/04/2025,2025,M1,Toán,76,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62365,TS_26099,2,HUBSA252,20/04/2025,2025,M7,Địa lý,"84,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62366,TS_26099,2,HUBSA252,20/04/2025,2025,M8,Tiếng Anh,76,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62367,TS_26099,1,HUBSA251,23/03/2025,2025,M8,Tiếng Anh,91,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62368,TS_26099,3,HUBSA253,18/05/2025,2025,M7,Địa lý,"98,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62369,TS_26099,3,HUBSA253,18/05/2025,2025,M6,Lịch sử,"93,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62370,TS_26099,3,HUBSA253,18/05/2025,2025,M1,Toán,"81,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62371,TS_26099,3,HUBSA253,18/05/2025,2025,M8,Tiếng Anh,68,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62372,TS_26099,1,HUBSA251,23/03/2025,2025,M6,Lịch sử,81,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62373,TS_26099,1,HUBSA251,23/03/2025,2025,M7,Địa lý,66,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62374,TS_26099,1,HUBSA251,23/03/2025,2025,M1,Toán,76,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62376,TS_26099,1,VLU251,08/07/2025,2025,N1_VS,Tiếng Anh - VSAT,75,150,dvl,Trường Đại học Văn Lang
62377,TS_26099,5,HUBSA255,29/06/2025,2025,M7,Địa lý,86,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62378,TS_26099,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,72,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62379,TS_26099,1,VLU251,08/07/2025,2025,TO_VS,Toán - VSAT,115,150,dvl,Trường Đại học Văn Lang
62380,TS_26099,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,96,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62381,TS_26099,1,VLU251,08/07/2025,2025,SU_VS,Lịch sử - VSAT,88,150,dvl,Trường Đại học Văn Lang
62382,TS_26099,1,VLU251,08/07/2025,2025,DI_VS,Địa lí - VSAT,"75,5",150,dvl,Trường Đại học Văn Lang
62383,TS_26099,1,VLU251,08/07/2025,2025,VA_VS,Ngữ văn - VSAT,"119,5",150,dvl,Trường Đại học Văn Lang
62384,TS_26099,5,HUBSA255,29/06/2025,2025,M1,Toán,94,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62385,TS_26099,4,HUBSA254,01/06/2025,2025,M1,Toán,"102,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62386,TS_26099,4,HUBSA254,01/06/2025,2025,M6,Lịch sử,"94,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62387,TS_26099,4,HUBSA254,01/06/2025,2025,M7,Địa lý,66,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62388,TS_26099,4,HUBSA254,01/06/2025,2025,M8,Tiếng Anh,"89,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62436,TS_26125,4,CTU254,23/05/2025,2025,TO_VS,Toán - VSAT,31,150,TCT,Trường Đại học Cần Thơ
62438,TS_26125,4,CTU254,23/05/2025,2025,VA_VS,Ngữ văn - VSAT,72,150,TCT,Trường Đại học Cần Thơ
62439,TS_26125,4,CTU254,23/05/2025,2025,LI_VS,Vật lí - VSAT,"56,5",150,TCT,Trường Đại học Cần Thơ
62450,TS_26132,5,HUBSA255,29/06/2025,2025,M3,Hoá,"105,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62451,TS_26132,5,HUBSA255,29/06/2025,2025,M2,Vật lý,"111,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62452,TS_26132,5,HUBSA255,29/06/2025,2025,M1,Toán,"126,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62456,TS_26134,3,253,10/05/2025,2025,VA_VS,Ngữ văn - VSAT,"124,5",150,SGD,Trường Đại học Sài Gòn
62457,TS_26134,3,253,10/05/2025,2025,N1_VS,Tiếng Anh - VSAT,83,150,SGD,Trường Đại học Sài Gòn
62460,TS_26134,5,HUBSA255,29/06/2025,2025,M6,Lịch sử,"93,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62461,TS_26134,5,HUBSA255,29/06/2025,2025,M1,Toán,"92,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62462,TS_26134,5,HUBSA255,29/06/2025,2025,M8,Tiếng Anh,99,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62463,TS_26134,4,25-4,07/06/2025,2025,N1_VS,Tiếng Anh - VSAT,"115,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
62464,TS_26134,4,25-4,07/06/2025,2025,SU_VS,Lịch sử - VSAT,"89,5",150,MBS,Trường Đại học Mở Thành phố Hồ Chí Minh
62465,TS_26134,3,253,10/05/2025,2025,TO_VS,Toán - VSAT,"107,5",150,SGD,Trường Đại học Sài Gòn
62466,TS_26135,3,253,10/05/2025,2025,DI_VS,Địa lí - VSAT,"109,5",150,SGD,Trường Đại học Sài Gòn
62467,TS_26135,2,252,13/04/2025,2025,DI_VS,Địa lí - VSAT,71,150,SGD,Trường Đại học Sài Gòn
62468,TS_26135,2,252,13/04/2025,2025,SU_VS,Lịch sử - VSAT,104,150,SGD,Trường Đại học Sài Gòn
62469,TS_26135,2,252,13/04/2025,2025,VA_VS,Ngữ văn - VSAT,111,150,SGD,Trường Đại học Sài Gòn
62499,TS_26148,5,HUBSA255,29/06/2025,2025,M1,Toán,"115,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62500,TS_26148,5,HUBSA255,29/06/2025,2025,M2,Vật lý,80,150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62501,TS_26148,5,HUBSA255,29/06/2025,2025,M3,Hoá,"83,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
62522,TS_26156,6,CTU256,17/07/2025,2025,VA_VS,Ngữ văn - VSAT,"109,5",150,TCT,Trường Đại học Cần Thơ
62523,TS_26156,6,CTU256,17/07/2025,2025,DI_VS,Địa lí _ VSAT,"93,5",150,TCT,Trường Đại học Cần Thơ
62524,TS_26156,6,CTU256,17/07/2025,2025,TO_VS,Toán - VSAT,102,150,TCT,Trường Đại học Cần Thơ
62525,TS_26156,6,CTU256,17/07/2025,2025,SU_VS,Lịch sử - VSAT,118,150,TCT,Trường Đại học Cần Thơ
62526,TS_26156,6,CTU256,17/07/2025,2025,SI_VS,Sinh học - VSAT,"97,5",150,TCT,Trường Đại học Cần Thơ
62527,TS_26156,6,CTU256,17/07/2025,2025,HO_VS,Hóa học - VSAT,"75,5",150,TCT,Trường Đại học Cần Thơ
62528,TS_26156,5,HUBSA255,29/06/2025,2025,M1,Toán,"82,5",150,NHS,Trường Đại học Ngân hàng Tp. Hồ Chí Minh
